ID,LCLAS_NM,MLSFC_NM,FCLTY_NM,CTPRVN_NM,SIGNGU_NM,LEGALDONG_CD,LEGALDONG_NM,ADSTRD_CD,ADSTRD_NM,RDNMADR_CD,RDNMADR_NM,ZIP_NO,GID_CD,FCLTY_LO,FCLTY_LA,OPMTN_PLACE_NM,FSTVL_BEGIN_DE,FSTVL_END_DE,FSTVL_CN,MNNST_NM,AUSPC_INSTT_NM,SUPRT_INSTT_NM,TEL_NO,HMPG_ADDR,RELATE_INFO_CN,데이터기준일자,PROVD_INSTT_CD,PROVD_INSTT_NM,LAST_CHG_DE,ORIGIN_NM,FILE_NM,BASE_DE
"KC488PO24N000518","행사","행사","제1회 중곡2동 긴고랑 왕벚꽃축제","서울특별시","광진구","1121510100","중곡동","1121575000","중곡2동","112153104007","서울특별시 광진구 능동로 346(중곡동)","04927","다사630512","127.0815157","37.5602793","중곡2동 우정대중사우나 일대+중곡2동 긴고랑로 벚꽃구간","2023-04-01","2023-04-01","긴고랑로의 아름다운 ‘왕벚꽃길’을 알리며 주민이 화합하는 마을축제","중곡2동 문화행사위원회","중곡2동 문화행사위원회","서울특별시 광진구","02-450-1033",,,"2024-11-07","3040000","서울특별시 광진구","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000519","행사","행사","제1회 중곡3동 벚꽃축제","서울특별시","광진구","1121510100","중곡동","1121576000","중곡3동","112154112232","서울특별시 광진구 동일로76가길 28(중곡동)","04905","다사629522","127.0801657","37.5688197","중곡3동 중랑천 뚝방길 둔치 체육공원","2023-04-02","2023-04-02","주민이 함께 참여하는 벚꽃축제","중곡3동 문화행사위원회","중곡3동 문화행사위원회","서울특별시 광진구","02-450-1052",,,"2024-11-07","3040000","서울특별시 광진구","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000520","행사","행사","제5회 명품한강 장미축제","서울특별시","광진구","1121510500","자양동","1121584000","자양3동","112154112480","서울특별시 광진구 자양번영로3길 66(자양동)","05091","다사621482","127.0716919","37.5328377","자양3동 현대6차~8차 아파트사이","2023-05-20","2023-05-20","장미를 테마로 한 자양3동 주민이 화합하여 만드는 마을축제","자양3동 문화행사위원회","자양3동문화행사위원회","서울특별시 광진구","02-450-1803",,,"2024-11-07","3040000","서울특별시 광진구","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000521","행사","행사","2023 군자 한마당축제","서울특별시","광진구","1121510900","군자동","1121573000","군자동","112153104007","서울특별시 광진구 능동로 209(군자동)","05006","다사623503","127.0737245","37.5514603","세종대학교 대양AI센터 거울연못","2023-09-01","2023-09-01","주민이 함께 참여하는 한마당 축제","군자동 문화행사위원회","군자동 문화행사위원회","서울특별시 광진구","02-450-1093",,,"2024-11-07","3040000","서울특별시 광진구","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000522","행사","행사","2023 광진가족영화제","서울특별시","광진구","1121510200","능동","1121578000","능동","112153104007","서울특별시 광진구 능동로 216","04991","다사630500","127.0815526","37.5489715","어린이대공원 구의문 잔디광장","2023-09-09","2023-09-09","버스킹공연+ 캐리커처+ 타투스티커+ 영화상영","서울특별시 광진구","서울특별시 광진구",,"02-450-7597",,,"2024-11-07","3040000","서울특별시 광진구","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000523","행사","행사","창원진동불꽃낙화축제","경상남도","창원시 마산합포구","4812532025","진동면 요장리","4812532000","진동면","481254787014","경상남도 창원시 마산합포구 진동면 광암해안길16-1","51791","라라909792","128.4971465","35.10418995","진동종합복지타운 광장","2024-05-12","2024-05-14","축하공연+개막식+불꽃낙화 점화","진동면청년회","진동면청년회",,,,,"2025-02-14","5670000","경상남도 창원시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000524","행사","행사","야철제","경상남도","창원시 성산구","4812310400","외동","4812352000","중앙동","481233328022","경상남도 창원시 성산구 성산패총로 137","51534","마라073909","128.6792735","35.20793223","성산패총","2024-06-30","2024-06-30","초혼제+불씨봉송 및 점화+제례","경상남도 창원시","경상남도 창원시",,,,,"2025-02-14","5670000","경상남도 창원시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000525","행사","행사","제9회 산호공원 꽃무릇축제","경상남도","창원시","4812511800","산호동","4812565000","산호동","481254787556","경상남도 창원시 마산합포구 용마산길 136","51334","라라985914","128.5826072","35.2138204","산호공원 일원","2024-09-20","2024-09-21","개막식+문화예술공연","주민자치회","경상남도 창원시",,,,,"2025-02-14","5670000","경상남도 창원시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000526","행사","행사","농악대축제","경기도","광명시","4121010300","하안동","4121063100","하안1동","412103000022","경기도 광명시 오리로 703","14259","다사443406","126.8711626","37.46251993","시민운동장","2016-10-22","2016-10-23","농악행사","농악보존회","광명시청","광명시의회","02-899-1664",,"구름산예술제(시민회관)","2022-09-29","3900000","경기도 광명시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000527","행사","행사","농악대축제","경기도","광명시","4121010300","하안동","4121063100","하안1동","412103000022","경기도 광명시 오리로 703","14259","다사443406","126.8711626","37.46251993","시민운동장","2015-10-17","2015-10-18","농악행사","농악보존회","광명시청","광명시의회","02-899-1664",,"구름산예술제(시민회관)","2022-09-29","3900000","경기도 광명시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000528","행사","행사","구름산예술제","경기도","광명시","4121010200","철산동","4121061000","철산3동","412103000022","경기도 광명시 시청로 20","14234","다사443406","126.8711626","37.46251993","시민회관","2015-10-17","2015-10-18","예술전시+행사","한국예술문화단체총연합회","광명시청","광명시의회","02-2680-6871",,"농악대축제(시민운동장)","2022-09-29","3900000","경기도 광명시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000529","행사","행사","제14회 광명시평생학습축제","경기도","광명시","4121010200","철산동","4121061000","철산3동","412104361245","경기도 광명시 오리로854번길 10","14240","다사441418","126.8684796","37.4743772","광명시 전역","2015-09-07","2015-09-20","학술 컨퍼런스 외","광명시평생학습네트워크협의체","광명시청",,"02-2680-6200","https://lll.gm.go.kr/lll/contents.do?key=288","광명8경","2022-09-29","3900000","경기도 광명시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000530","행사","행사","제2회 밤일음식문화 거리 축제","경기도","광명시","4121010300","하안동","4121063100","하안1동","412103187026","경기도 광명시 밤일안로 19","14260","다사436394","126.8630687","37.45285081","밤일음식문화거리 내","2016-06-10","2016-06-10","음식점할인행사+무료시식+노래자랑+초대공연 등","밤일음식문화거리 상가번영회","광명시청","광명시의회","02-2680-5484",,"경기도 지정 밤일음식문화특화거리","2022-09-29","3900000","경기도 광명시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000531","행사","행사","구름산예술제","경기도","광명시","4121010200","철산동","4121061000","철산3동","412103000022","경기도 광명시 시청로 20","14234","다사443406","126.8711626","37.46251993","시민회관","2016-10-22","2016-10-23","예술전시+행사","한국예술문화단체총연합회","광명시청","광명시의회","02-2680-6871",,"농악대축제(시민운동장)","2022-09-29","3900000","경기도 광명시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000532","행사","행사","제16회 광명시평생학습축제","경기도","광명시","4121010200","철산동","4121061000","철산3동","412104361245","경기도 광명시 오리로854번길 10","14240","다사441418","126.8684667","37.47436903","광명시 전역","2017-09-09","2017-09-23","학술 컨퍼런스 외","광명시평생학습네트워크협의체","광명시청",,"02-2680-6200","https://lll.gm.go.kr/lll/contents.do?key=284","광명8경","2022-09-29","3900000","경기도 광명시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000533","행사","행사","제26회 오리문화제","경기도","광명시","4121010300","하안동","4121063200","하안2동","412103187054","경기도 광명시 철망산로 42","14245","다사445411","126.8732102","37.4674687","광명시민체육관","2017-05-18","2017-05-20","오리이원익 영우참배+헌화식+전시+체험마당+먹거리장터+학술행사 등","광명문화원","광명시청","광명시의회","02-2680-6223","www.gmcc.or.kr/",,"2022-09-29","3900000","경기도 광명시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000534","행사","행사","구름산예술제","경기도","광명시","4121010200","철산동","4121061000","철산3동","412103000022","경기도 광명시 시청로 20","14234","다사443406","126.8711626","37.46251993","시민회관","2017-09-23","2017-09-24","예술전시+행사","한국예술문화단체총연합회","광명시청","광명시의회","02-2680-6871",,"농악대축제(시민운동장)","2022-09-29","3900000","경기도 광명시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000535","행사","행사","부산원도심활성화축제","부산광역시","동구","2617010100","초량동","2617053000","초량3동","261702000010","부산광역시 동구 중앙대로 210","48760","마라404810","129.0408353","35.1151472","원도심일원","2024-05-17","2024-05-26","택슐랭 체험 프로그램 등","(사)부산문화관광축제조직위원회","부산광역시청",,"051-888-5221","http://www.bfo.or.kr/main/index.asp",,"2024-12-05","6260000","부산광역시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000536","행사","행사","부산항축제","부산광역시","동구","2617010100","초량동","2617053000","초량3동","261702006001","부산광역시 동구 충장대로 206","48751","마라410816","129.0474344","35.1199128","북항친수공원 등","2024-06-01","2024-06-02","글로벌포트파크, 각종 참여행사 등","(사)부산문화관광축제조직위원회","부산광역시청",,"051-888-5295","http://www.bfo.or.kr/main/index.asp",,"2024-12-05","6260000","부산광역시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000537","행사","행사","부산밀페스티벌","부산광역시","북구","2632010400","덕천동","2632056000","덕천2동","263202006016","부산광역시 북구 강변대로 1629","46500","마라365929","129.0006811","35.2223723","화명생태공원","2024-06-23","2024-06-23","토크콘서트, 푸드라운지, 체험프로그램 등","(사)부산문화관광축제조직위원회","부산광역시청",,"051-888-5222","http://www.bfo.or.kr/main/index.asp",,"2024-12-05","6260000","부산광역시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000538","행사","행사","부산바다축제","부산광역시","해운대구","2638010600","다대동","2638060100","다대1동","263503133043","부산광역시 사하구 몰운대1길 14","49527","마라514861","129.1625753","35.1594967","다대포해수욕장","2024-07-26","2024-07-28","공연행사+불꽃쇼+체험행사 등","(사)부산문화관광축제조직위원회","부산광역시청",,"051-888-5224","http://www.bfo.or.kr/main/index.asp",,"2024-12-05","6260000","부산광역시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000539","행사","행사","부산국제록페스티벌","부산광역시","사상구","2653010100","삼락동","2653058000","삼락동","265302006002","부산광역시 사상구 낙동대로 1231","46900","마라344870","128.9765693","35.17001086","삼락생태공원","2024-10-04","2024-10-06","국내외 유명밴드 스테이지 공연 등","(사)부산문화관광축제조직위원회","부산광역시청",,"051-888-5221","http://www.bfo.or.kr/main/index.asp",,"2024-12-05","6260000","부산광역시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000540","행사","행사","2023 안양충훈벚꽃축제","경기도","안양시 만안구","4117110200","석수동","4117161100","충훈동","411713182011","경기도 안양시 만안구 석수로 159","13975","다사465341","126.896157","37.404615","안양충훈2교일대","2023-04-08","2023-04-09","벚꽃콘서트+ 버스킹공연+ 벚꽃체험부스+ 푸드트럭&먹거리+ 벚꽃컬러링북+ SNS이벤트 등","(재)안양문화예술재단","경기도 안양시+안양충훈벚꽃축제추진위원회",,"031-687-0500","http://www.ayac.or.kr","안양예술공원+ APAP+ 김중업박물관","2025-02-11","3830000","경기도 안양시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000541","행사","행사","2023 광복78주년 광복기념음악회","경기도","안양시 만안구","4117110100","안양동","4117158100","안양9동","411713182007","경기도 안양시 만안구 병목안로 215","14023","다사477318","126.907675","37.385289","병목안시민공원","2023-08-15","2023-08-15","기념행사 + 오프닝 퍼포먼스 + 뮤지컬 갈라 + 팝페라 + 가수공연 + 테마영상 상영 등","(재)안양문화예술재단","(재)안양문화예술재단","경기도 안양시 + SK브로드밴드 abc방송","031-687-0500","http://www.ayac.or.kr","안양예술공원+ APAP+ 김중업박물관","2025-02-11","3830000","경기도 안양시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000542","행사","행사","2023 안양춤축제 ANYANG DANCE FESTIVAL","경기도","안양시 동안구","4117310300","평촌동","4117357600","평안동","411733183003","경기도 안양시 동안구 관평로 149 (평촌동)","14067","다사521324","126.9613287","37.390137","평촌중앙공원+삼덕공원","2023-09-20","2023-09-24","시민공연마당 + 전시체험부스 + 개폐막 작품 + 가수 축하공연 + 댄스대회 + 안양시민의날 기념식 + 시민커뮤니티댄스 등","(재)안양문화예술재단","경기도 안양시+안양축제추진위원회",,"031-687-0500","http://www.ayac.or.kr","안양예술공원+ APAP+ 김중업박물관","2025-02-11","3830000","경기도 안양시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000543","행사","행사","2024 안양충훈벚꽃축제","경기도","안양시 만안구","4117110200","석수동","4117161100","충훈동","411713182011","경기도 안양시 만안구 석수로 159","13975","다사465341","126.8961574","37.40461526","안양충훈2교일대","2024-03-30","2024-03-31","벚꽃콘서트+벚꽃체험부스+ 먹거리+ SNS이벤트 등","(재)안양문화예술재단","경기도 안양시+안양충훈벚꽃축제추진위원회",,"031-687-0500","http://www.ayac.or.kr","안양예술공원+ APAP+ 김중업박물관","2025-02-11","3830000","경기도 안양시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000544","행사","행사","2024 안양춤축제 ANYANG DANCE FESTIVAL","경기도","안양시 동안구","4117310300","평촌동","4117357600","평안동","411733183003","경기도 안양시 동안구 관평로 149 (평촌동)","14067","다사521324","126.9613302","37.39013727","평촌중앙공원+삼덕공원","2024-09-27","2024-09-29","시민공연마당 + 전시체험부스 + 개폐막 작품 + 가수 축하공연 + 댄스대회 + 안양시민의날 기념식 + 시민커뮤니티댄스 등","(재)안양문화예술재단","경기도 안양시+안양축제추진위원회",,"031-687-0500","http://www.ayac.or.kr","안양예술공원+ APAP+ 김중업박물관","2025-02-11","3830000","경기도 안양시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000545","행사","행사","2024 제2회 안양일번가 넘버원 페스티벌","경기도","안양시 만안구","4117110100","안양동","4117151000","안양1동","411714346060","경기도 안양시 만안구 만안로223번길 7 (안양동)","13992","다사488336","126.9223888","37.40040122","안양일번가 일대","2024-11-15","2024-11-17","패션 버스킹+쓰면『이루어진달」+패션&뷰티 체험부스+가수 및 동아리공연+스탬프 투어 등","경기도 안양시","경기도 안양시",,"031-8045-5122","https://www.anyang.go.kr/main/index.do",,"2025-02-11","3830000","경기도 안양시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000546","행사","행사","중랑 서울장미축제","서울특별시","중랑구","1126010400","묵동","1126063000","묵2동","112603106011","서울특별시 중랑구 중랑천로 332","02003","다사623573","127.0734083","37.6144315","중랑장미공원(묵동교~겸재교 중랑천 일원)","2025-05-16","2025-05-24","장미 개화시기에 맞춰 중랑천 둔치와 수림대 공원 등에서의 문화공연과 먹거리 부스, 포토존 및 전시 등 5.45km 장미터널을 활용한 서울시 브랜드 축제","중랑문화재단","중랑문화재단","서울특별시 중랑구청+서울특별시청","02-3407-6531","https://www.jnfac.or.kr/rose/index",,"2025-02-05","3060000","서울특별시 중랑구","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000547","행사","행사","제4회 홍제1동 장미거리축제","서울특별시","서대문구","1141011100","홍제동","1141062000","홍제1동","114104136445","서울특별시 서대문구 홍제내길 227","03636","다사506547","126.9410091","37.59083189","홍제내길","2023-06-10","2023-06-10","개막공연+개막식+초청가수공연+자치회관프로그램발표회+가요콘서트＆패션쇼+장미가요제+마을장터+체험부스","서울특별시 서대문독립페스타추진위원회","서울특별시 서대문구","서울특별시 서대문구+ 홍제1동 직능단체+ 디지털서울문화예술대학교 교육혁신지원사업단","02-330-1410",,,"2023-08-18","3120000","서울특별시 서대문구","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000548","행사","행사","여르미오페스티벌","경기도","안산시 단원구","4127310100","고잔동","4127353500","호수동","412733191020","경기도 안산시 단원구 광덕대로 157","15471","다사390252","126.8099898","37.32507855","안산시 문화광장","2015-08-08","2015-08-08","대중예술축제","안산문화재단","안산문화재단",,"031-481-4030","https://www.ansanart.com//lay2/S1T54C56/contents.do","대부도","2024-07-22","3930000","경기도 안산시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000549","행사","행사","여르미오페스티벌","경기도","안산시 단원구","4127310100","고잔동","4127352500","고잔동","412733191020","경기도 안산시 단원구 화랑로 312","15355","다사390252","126.8099898","37.32507855","안산시 문화광장","2016-08-13","2016-08-13","대중예술축제","안산문화재단","안산문화재단",,"031-481-4030","https://www.ansanart.com//lay2/S1T54C56/contents.do",,"2024-07-22","3930000","경기도 안산시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000550","행사","행사","여르미오페스티벌","경기도","안산시 단원구","4127310100","고잔동","4127352500","고잔동","412733191020","경기도 안산시 단원구 화랑로 312","15355","다사390252","126.8099898","37.32507855","안산시 문화광장","2018-08-04","2018-08-04","대중예술축제","안산문화재단","안산문화재단",,"031-481-4030","https://www.ansanart.com//lay2/S1T54C56/contents.do",,"2024-07-22","3930000","경기도 안산시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000551","행사","행사","여르미오페스티벌","경기도","안산시 단원구","4127310100","고잔동","4127352500","고잔동","412733191020","경기도 안산시 단원구 화랑로 312","15355","다사390252","126.8099898","37.32507855","안산문화예술의전당 야외 광장 일대","2019-08-10","2019-08-10","대중예술축제","안산문화재단","안산문화재단",,"031-481-4030","https://www.ansanart.com/index.do",,"2024-07-22","3930000","경기도 안산시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000552","행사","행사","여르미오페스티벌","경기도","안산시 단원구","4127310100","고잔동","4127352500","고잔동","412733191020","경기도 안산시 단원구 화랑로 312","15355","다사390252","126.8099898","37.32507855","안산문화예술의전당 야외 광장 일대","2021-07-31","2021-08-14","대중예술축제","안산문화재단","안산문화재단",,"031-481-4030","https://www.ansanart.com/index.do",,"2024-07-22","3930000","경기도 안산시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000553","행사","행사","여르미오페스티벌","경기도","안산시 단원구","4127310100","고잔동","4127352500","고잔동","412733191020","경기도 안산시 단원구 화랑로 312","15355","다사390252","126.8099898","37.32507855","안산문화예술의전당 야외 광장 일대","2022-09-03","2022-09-03","대중예술축제","안산문화재단","안산문화재단",,"031-481-4030","https://www.ansanart.com/index.do",,"2024-07-22","3930000","경기도 안산시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000554","행사","행사","여르미오페스티벌","경기도","안산시 단원구","4127310700","초지동","4127357000","초지동","412733191020","경기도 안산시 단원구 동산로 268","15385","다사390252","126.8099898","37.32507855","화랑유원지 대공연장","2023-09-02","2023-09-02","대중예술축제","안산문화재단","안산문화재단",,"031-481-0535","https://www.ansanart.com/index.do",,"2024-07-22","3930000","경기도 안산시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000555","행사","행사","여르미오페스티벌","경기도","안산시 단원구","4127310700","초지동","4127357000","초지동","412733191020","경기도 안산시 단원구 동산로 268","15385","다사390252","126.8099898","37.32507855","안산문화예술의전당 야외 광장 일대","2024-08-10","2024-08-10","대중예술축제","안산문화재단","안산문화재단",,"031-481-0536","https://www.ansanart.com/index.do",,"2024-07-22","3930000","경기도 안산시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000556","행사","행사","제1회 상록수문화제","경기도","안산시 상록구","4127110400","본오동","4127156000","본오3동","412714370208","경기도 안산시 상록구 샘골서길 64","15539","다사434224","126.8627402","37.299644","상록수공원 및 샘골로 일대","2013-08-31","2013-08-31","기념음악회+체험박람회+작품발표회+사생대회 등","경기도 안산시청","경기도 안산시청","국가보훈처","031-481-3040","https://www.ansan.go.kr/choiyongshin",,"2024-07-22","3930000","경기도 안산시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000557","행사","행사","제2회 상록수문화제","경기도","안산시 상록구","4127110400","본오동","4127156000","본오3동","412714370208","경기도 안산시 상록구 샘골서길 64","15539","다사434224","126.8627402","37.299644","상록수공원 및 샘골로 일대","2014-09-27","2014-09-27","기념음악회+체험박람회+작품발표회+사생대회 등","경기도 안산시청","경기도 안산시청","경기도청+국가보훈처","031-481-3040","https://www.ansan.go.kr/choiyongshin",,"2024-07-22","3930000","경기도 안산시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000558","행사","행사","제3회 상록수문화제","경기도","안산시 상록구","4127110400","본오동","4127156000","본오3동","412714370208","경기도 안산시 상록구 샘골서길 64","15539","다사434224","126.8627402","37.299644","본오3동공영주차장+상록수공원 및 샘골로 일대","2015-09-19","2015-09-19","기념음악회+체험박람회+작품발표회+사생대회 등","경기도 안산시청","경기도 안산시청","경기도청+국가보훈처","031-481-3040","https://www.ansan.go.kr/choiyongshin",,"2024-07-22","3930000","경기도 안산시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000559","행사","행사","제4회 상록수문화제","경기도","안산시 상록구","4127110400","본오동","4127156000","본오3동","412714370208","경기도 안산시 상록구 샘골서길 64","15539","다사434224","126.8627402","37.299644","본오3동공영주차장+상록수공원 및 샘골로 일대","2016-09-10","2016-09-10","기념음악회+체험박람회+작품발표회+거리퍼레이드 등","경기도 안산시청","경기도 안산시청","국가보훈처","031-481-3040","https://www.ansan.go.kr/choiyongshin",,"2024-07-22","3930000","경기도 안산시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000560","행사","행사","제5회 상록수문화제","경기도","안산시 상록구","4127110400","본오동","4127156000","본오3동","412714370208","경기도 안산시 상록구 샘골서길 64","15539","다사434224","126.8627402","37.299644","본오3동공영주차장+상록수공원 및 샘골로 일대","2017-09-16","2017-09-16","기념음악회+체험박람회+작품발표회+거리퍼레이드 등","경기도 안산시청","경기도 안산시청","국가보훈처","031-481-3040","https://www.ansan.go.kr/choiyongshin",,"2024-07-22","3930000","경기도 안산시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000561","행사","행사","제6회 상록수문화제","경기도","안산시 상록구","4127110400","본오동","4127156000","본오3동","412714370208","경기도 안산시 상록구 샘골서길 64","15539","다사434224","126.8627402","37.299644","본오3동공영주차장+매화길+상록수역 앞 광장","2018-09-15","2018-09-15","기념음악회+체험박람회+작품발표회+거리퍼레이드 등","경기도 안산시청","경기도 안산시청","국가보훈처","031-481-3040","https://www.ansan.go.kr/choiyongshin",,"2024-07-22","3930000","경기도 안산시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000562","행사","행사","제7회 상록수문화제","경기도","안산시 상록구","4127110400","본오동","4127156000","본오3동","412714370208","경기도 안산시 상록구 샘골서길 64","15539","다사434224","126.8627402","37.299644","최용신기념관+상록수공원","2019-10-26","2019-10-26","공연+전시+체험 등","경기도 안산시청","경기도 안산시청","국가보훈처","031-481-3040","https://www.ansan.go.kr/choiyongshin",,"2024-07-22","3930000","경기도 안산시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000563","행사","행사","제8회 상록수문화제","경기도","안산시 상록구","4127110400","본오동","4127156000","본오3동","412714370208","경기도 안산시 상록구 샘골서길 64","15539","다사434224","126.8627402","37.299644","최용신기념관+상록수공원","2021-10-26","2021-10-26","공연+체험 등","경기도 안산시청","경기도 안산시청",,"031-481-3040","https://www.ansan.go.kr/choiyongshin",,"2024-07-22","3930000","경기도 안산시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000564","행사","행사","제9회 상록수문화제","경기도","안산시 상록구","4127110400","본오동","4127156000","본오3동","412714370208","경기도 안산시 상록구 샘골서길 64","15539","다사434224","126.8627402","37.299644","최용신기념관+상록수공원","2022-10-01","2022-10-01","기념음악회+전시+체험 등","경기도 안산시청","경기도 안산시청",,"031-481-3040","https://www.ansan.go.kr/choiyongshin",,"2024-07-22","3930000","경기도 안산시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000565","행사","행사","제10회 상록수문화제","경기도","안산시 상록구","4127110400","본오동","4127156000","본오3동","412714370208","경기도 안산시 상록구 샘골서길 64","15539","다사434224","126.8624424","37.2991132","최용신기념관+상록수공원","2023-10-07","2023-10-07","공연+전시+체험 등","경기도 안산시청","경기도 안산시청",,"031-481-3040","https://www.ansan.go.kr/choiyongshin",,"2024-07-22","3930000","경기도 안산시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000566","행사","행사","성주참외&생명문화축제","경상북도","성주군","4784025021","성주읍 경산리","4784025000","성주읍","478403311038","경상북도 성주군 성주읍 성주로 3204","40024","라마707693","128.2840727","35.91846997","성주군 일원","2024-05-16","2024-05-19","개막식, 공연 체험 전시 먹거리존 운영, 불꽃쇼","경상북도 성주군축제추진위원회","경상북도 성주군축제추진위원회",,"054-930-6982","https://sj.go.kr/sjlife",,"2024-08-05","5210000","경상북도 성주군","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000567","행사","행사","도봉구 등축제","서울특별시","도봉구",,,,,,,,"다사600633","127.0382005","37.6617028","우이천","2015-09-11","2015-09-30","둘리와 친구들과 어우러지는 범선, 동물친구들 등과 추석을 앞두고 있어 전통춤 시리즈로 구성하여 등 전시","서울특별시 도봉구청","서울특별시 도봉구청",,"02-2091-2254",,,"2018-05-01","3090000","서울특별시 도봉구","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000568","행사","행사","정의공주와 함께 하는 도봉 한글잔치","서울특별시","도봉구","1132010600","방학동","1132071000","방학3동","113204127319","서울특별시 도봉구 원당샘공원",,"다사578624","127.03375","37.66667","방학동 원당샘공원","2015-10-09","2015-10-09","문화예술공연, 백일장 및 사생대회, 전통놀이체험 등","서울특별시 도봉구청","서울특별시 도봉구청, 도봉문화원",,"02-905-4026",,,"2018-05-01","3090000","서울특별시 도봉구","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
